ciudad,date,value
El Alto; La Paz,2014-01-01,8.052149458354055
Caranavi,2014-01-01,0.2670227550758099
Riberalta,2014-01-01,0.0
Oruro,2014-01-01,6.4223890486344715
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2014-01-01,9.29696169003235
Trinidad,2014-01-01,1.3585382282189764
Potosí,2014-01-01,6.87493605484213
Sucre,2014-01-01,6.39407210604145
Tarija,2014-01-01,5.402649690296496
Montero,2014-01-01,2.6578982648258713
Santa Cruz de la Sierra,2014-01-01,9.81789925742758
Santa Cruz Metrópoli,2014-01-01,0.5229166733685485
El Alto; La Paz,2014-02-01,14.980556924512893
Caranavi,2014-02-01,0.3136966425176213
Riberalta,2014-02-01,0.774721383478104
Oruro,2014-02-01,7.93150738221334
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2014-02-01,10.66540231163694
Trinidad,2014-02-01,1.1041735617990898
Potosí,2014-02-01,6.206993829736816
Sucre,2014-02-01,8.53746468697859
Tarija,2014-02-01,3.2244652870525443
Montero,2014-02-01,2.640601293764919
Santa Cruz de la Sierra,2014-02-01,9.690926821492353
Santa Cruz Metrópoli,2014-02-01,0.5888391790541792
El Alto; La Paz,2014-03-01,16.306320347564164
Caranavi,2014-03-01,0.3347240720134336
Riberalta,2014-03-01,0.2264969537664711
Oruro,2014-03-01,8.829980160767962
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2014-03-01,10.8190950090016
Trinidad,2014-03-01,1.4095234191442545
Potosí,2014-03-01,7.387692262136046
Sucre,2014-03-01,8.676319480396568
Tarija,2014-03-01,4.75762530495801
Montero,2014-03-01,3.035602001807487
Santa Cruz de la Sierra,2014-03-01,12.392865631802975
Santa Cruz Metrópoli,2014-03-01,0.6334195283085953
El Alto; La Paz,2014-04-01,15.143663847483989
Caranavi,2014-04-01,0.36802424930088895
Riberalta,2014-04-01,0.9559690701155776
Oruro,2014-04-01,9.10498657778242
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2014-04-01,11.247411920499568
Trinidad,2014-04-01,1.7392175833426973
Potosí,2014-04-01,6.742797256905162
Sucre,2014-04-01,8.454327609034372
Tarija,2014-04-01,5.674141377239394
Montero,2014-04-01,3.168781783135174
Santa Cruz de la Sierra,2014-04-01,12.944953738749058
Santa Cruz Metrópoli,2014-04-01,0.5500734377951958
El Alto; La Paz,2014-05-01,16.657454494590088
Caranavi,2014-05-01,0.22488801272919215
Riberalta,2014-05-01,0.8121394732298466
Oruro,2014-05-01,10.021486031402038
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2014-05-01,11.630281684939971
Trinidad,2014-05-01,1.622763036050788
Potosí,2014-05-01,8.079270538526796
Sucre,2014-05-01,9.685679037323688
Tarija,2014-05-01,6.06478236615963
Montero,2014-05-01,2.6539574679815763
Santa Cruz de la Sierra,2014-05-01,8.956041722530841
Santa Cruz Metrópoli,2014-05-01,0.3233420244876461
El Alto; La Paz,2014-06-01,17.854634511741317
Caranavi,2014-06-01,0.2094652754354823
Riberalta,2014-06-01,1.0759256693065316
Oruro,2014-06-01,10.4040895745095
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2014-06-01,12.115838882694815
Trinidad,2014-06-01,1.9461832679056477
Potosí,2014-06-01,8.861412242517947
Sucre,2014-06-01,9.385225131304948
Tarija,2014-06-01,6.216417705880051
Montero,2014-06-01,2.3463155073586544
Santa Cruz de la Sierra,2014-06-01,12.622837455219223
Santa Cruz Metrópoli,2014-06-01,0.4244949948917495
El Alto; La Paz,2014-07-01,16.9140523992001
Caranavi,2014-07-01,0.28202095457466847
Riberalta,2014-07-01,1.1735298467622268
Oruro,2014-07-01,10.046249651179238
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2014-07-01,12.117727868908162
Trinidad,2014-07-01,2.098793123142849
Potosí,2014-07-01,9.02724272520578
Sucre,2014-07-01,10.072598694404103
Tarija,2014-07-01,6.897652760134806
Montero,2014-07-01,3.5911178361627494
Santa Cruz de la Sierra,2014-07-01,15.375555845448767
Santa Cruz Metrópoli,2014-07-01,0.5626046114181249
El Alto; La Paz,2014-08-01,16.22531274996216
Caranavi,2014-08-01,0.4637983994006782
Riberalta,2014-08-01,1.3154356937109477
Oruro,2014-08-01,9.72232121601688
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2014-08-01,11.786709345947804
Trinidad,2014-08-01,2.2952524353775345
Potosí,2014-08-01,8.847913506412626
Sucre,2014-08-01,10.213281065919555
Tarija,2014-08-01,6.683125692157448
Montero,2014-08-01,4.107848081908752
Santa Cruz de la Sierra,2014-08-01,17.056082546561175
